feature_1,feature_2,correlation,abs_correlation
RICE YIELD (Kg per ha),LINSEED YIELD (Kg per ha),-0.08031554171136242,0.08031554171136242
CHICKPEA AREA (1000 ha),SAFFLOWER AREA (1000 ha),0.08027424400285675,0.08027424400285675
PIGEONPEA PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),-0.08023296756998635,0.08023296756998635
SUNFLOWER AREA (1000 ha),SUNFLOWER YIELD (Kg per ha),0.08015059518080278,0.08015059518080278
CHICKPEA AREA (1000 ha),SUNFLOWER YIELD (Kg per ha),-0.08013096997104598,0.08013096997104598
GROUNDNUT AREA (1000 ha),RAPESEED AND MUSTARD AREA (1000 ha),-0.08012428134962535,0.08012428134962535
WHEAT PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.0801075558616944,0.0801075558616944
BARLEY YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),0.08009509950793042,0.08009509950793042
PIGEONPEA AREA (1000 ha),ONION AREA (1000 ha),0.08001385538734315,0.08001385538734315
SAFFLOWER YIELD (Kg per ha),FODDER AREA (1000 ha),-0.07987898739161672,0.07987898739161672
RAPESEED AND MUSTARD YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07964978410493734,0.07964978410493734
SUNFLOWER YIELD (Kg per ha),FODDER AREA (1000 ha),-0.07960476844215489,0.07960476844215489
WHEAT AREA (1000 ha),RABI SORGHUM AREA (1000 ha),-0.07941680348303531,0.07941680348303531
MAIZE PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),0.07927310111414194,0.07927310111414194
State Code,BARLEY YIELD (Kg per ha),0.07923643298932125,0.07923643298932125
CASTOR PRODUCTION (1000 tons),FODDER AREA (1000 ha),0.07915383644063329,0.07915383644063329
Dist Code,BARLEY PRODUCTION (1000 tons),-0.07902419650128353,0.07902419650128353
RABI SORGHUM PRODUCTION (1000 tons),POTATOES AREA (1000 ha),-0.07899470722782465,0.07899470722782465
BARLEY YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07899154757367778,0.07899154757367778
KHARIF SORGHUM PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),-0.0788632716510163,0.0788632716510163
RABI SORGHUM PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),0.0788523564852295,0.0788523564852295
SOYABEAN AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.07881104625711505,0.07881104625711505
KHARIF SORGHUM AREA (1000 ha),PEARL MILLET AREA (1000 ha),0.07857459466908516,0.07857459466908516
SUNFLOWER PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.07850685832639862,0.07850685832639862
PEARL MILLET PRODUCTION (1000 tons),SAFFLOWER AREA (1000 ha),0.0784987759165078,0.0784987759165078
Year,RABI SORGHUM YIELD (Kg per ha),0.07845135280035322,0.07845135280035322
BARLEY AREA (1000 ha),VEGETABLES AREA (1000 ha),-0.07839919369082061,0.07839919369082061
PEARL MILLET AREA (1000 ha),MAIZE PRODUCTION (1000 tons),-0.07821844515171529,0.07821844515171529
SESAMUM PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),-0.07814175978775575,0.07814175978775575
CHICKPEA AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.07787654870418202,0.07787654870418202
PEARL MILLET YIELD (Kg per ha),LINSEED PRODUCTION (1000 tons),-0.0778144496680838,0.0778144496680838
PIGEONPEA YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07781150170998936,0.07781150170998936
RABI SORGHUM YIELD (Kg per ha),SUGARCANE AREA (1000 ha),0.07780481564094704,0.07780481564094704
Dist Code,RAPESEED AND MUSTARD YIELD (Kg per ha),0.07771367171322337,0.07771367171322337
WHEAT YIELD (Kg per ha),SAFFLOWER PRODUCTION (1000 tons),-0.07757521339564882,0.07757521339564882
BARLEY AREA (1000 ha),SAFFLOWER AREA (1000 ha),-0.07740929048529877,0.07740929048529877
MAIZE PRODUCTION (1000 tons),SOYABEAN PRODUCTION (1000 tons),0.07737792786056599,0.07737792786056599
PEARL MILLET PRODUCTION (1000 tons),LINSEED PRODUCTION (1000 tons),-0.07731448447444711,0.07731448447444711
Dist Code,FINGER MILLET AREA (1000 ha),-0.07728958947254029,0.07728958947254029
MINOR PULSES PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.07712480634062484,0.07712480634062484
SOYABEAN PRODUCTION (1000 tons),FRUITS AREA (1000 ha),-0.07703299128341409,0.07703299128341409
RICE AREA (1000 ha),CASTOR PRODUCTION (1000 tons),-0.0769196324795085,0.0769196324795085
RABI SORGHUM AREA (1000 ha),MAIZE YIELD (Kg per ha),0.07691188900135702,0.07691188900135702
PEARL MILLET AREA (1000 ha),SOYABEAN AREA (1000 ha),-0.07689710807576591,0.07689710807576591
FINGER MILLET YIELD (Kg per ha),CASTOR YIELD (Kg per ha),0.07689078448466993,0.07689078448466993
WHEAT PRODUCTION (1000 tons),LINSEED AREA (1000 ha),-0.07672287319356025,0.07672287319356025
Year,SUNFLOWER AREA (1000 ha),0.07670798248125678,0.07670798248125678
GROUNDNUT PRODUCTION (1000 tons),POTATOES AREA (1000 ha),-0.07669868887135026,0.07669868887135026
WHEAT YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),-0.07668041734197627,0.07668041734197627
FINGER MILLET AREA (1000 ha),ONION AREA (1000 ha),0.07667990885752986,0.07667990885752986
RAPESEED AND MUSTARD AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),-0.07664088706882913,0.07664088706882913
WHEAT YIELD (Kg per ha),VEGETABLES AREA (1000 ha),0.07657425602833624,0.07657425602833624
LINSEED YIELD (Kg per ha),COTTON YIELD (Kg per ha),-0.0765676274845352,0.0765676274845352
Year,LINSEED PRODUCTION (1000 tons),-0.07630074355165545,0.07630074355165545
MAIZE YIELD (Kg per ha),POTATOES AREA (1000 ha),0.07625301438504392,0.07625301438504392
Dist Code,SESAMUM AREA (1000 ha),-0.07609196533556348,0.07609196533556348
SOYABEAN AREA (1000 ha),VEGETABLES AREA (1000 ha),-0.075966115544821,0.075966115544821
KHARIF SORGHUM YIELD (Kg per ha),POTATOES AREA (1000 ha),-0.07575948538220675,0.07575948538220675
FINGER MILLET AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.07574671213769875,0.07574671213769875
LINSEED YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.07573893813246049,0.07573893813246049
RAPESEED AND MUSTARD AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),-0.07568720100664919,0.07568720100664919
PIGEONPEA YIELD (Kg per ha),FRUITS AREA (1000 ha),-0.07565228270158116,0.07565228270158116
RAPESEED AND MUSTARD YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.07549940281133759,0.07549940281133759
RABI SORGHUM AREA (1000 ha),CASTOR YIELD (Kg per ha),0.07549010488863307,0.07549010488863307
CHICKPEA YIELD (Kg per ha),SESAMUM YIELD (Kg per ha),0.07544881584150978,0.07544881584150978
FINGER MILLET AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),0.0753424053343862,0.0753424053343862
SESAMUM AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),-0.07533151405843973,0.07533151405843973
LINSEED AREA (1000 ha),VEGETABLES AREA (1000 ha),-0.07523517790169212,0.07523517790169212
LINSEED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),-0.0751591661973819,0.0751591661973819
CHICKPEA AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),0.07515438910884763,0.07515438910884763
MAIZE AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.07511159232817052,0.07511159232817052
GROUNDNUT PRODUCTION (1000 tons),LINSEED PRODUCTION (1000 tons),-0.07510980544466414,0.07510980544466414
LINSEED AREA (1000 ha),SUNFLOWER YIELD (Kg per ha),-0.07506565618837428,0.07506565618837428
SESAMUM PRODUCTION (1000 tons),CASTOR AREA (1000 ha),0.07500771849884917,0.07500771849884917
FRUITS AREA (1000 ha),FODDER AREA (1000 ha),-0.07498134553781942,0.07498134553781942
MINOR PULSES YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07497804430459558,0.07497804430459558
SUNFLOWER AREA (1000 ha),SOYABEAN YIELD (Kg per ha),0.07496654979457046,0.07496654979457046
LINSEED AREA (1000 ha),FODDER AREA (1000 ha),-0.07492394421576588,0.07492394421576588
KHARIF SORGHUM PRODUCTION (1000 tons),BARLEY PRODUCTION (1000 tons),-0.07479587719362887,0.07479587719362887
WHEAT PRODUCTION (1000 tons),SAFFLOWER AREA (1000 ha),-0.07479002434240341,0.07479002434240341
SORGHUM PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),0.07476739943510895,0.07476739943510895
SORGHUM PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),0.07457436479115423,0.07457436479115423
GROUNDNUT AREA (1000 ha),CASTOR PRODUCTION (1000 tons),0.07446102546119035,0.07446102546119035
FINGER MILLET PRODUCTION (1000 tons),LINSEED AREA (1000 ha),-0.07437938045662616,0.07437938045662616
PEARL MILLET PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),-0.07434987707923375,0.07434987707923375
RABI SORGHUM AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),0.07427280728970378,0.07427280728970378
SOYABEAN YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),0.07420076208577482,0.07420076208577482
MINOR PULSES PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),0.07419164932594853,0.07419164932594853
PEARL MILLET YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07413781906969262,0.07413781906969262
PIGEONPEA PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),0.07396654771298047,0.07396654771298047
CHICKPEA YIELD (Kg per ha),PIGEONPEA PRODUCTION (1000 tons),0.07387318981860441,0.07387318981860441
FINGER MILLET AREA (1000 ha),CHICKPEA YIELD (Kg per ha),-0.07359105739714619,0.07359105739714619
RICE YIELD (Kg per ha),OILSEEDS AREA (1000 ha),-0.0732360661084929,0.0732360661084929
SORGHUM AREA (1000 ha),CHICKPEA YIELD (Kg per ha),-0.07320122575165848,0.07320122575165848
PEARL MILLET PRODUCTION (1000 tons),LINSEED AREA (1000 ha),-0.07316548109649709,0.07316548109649709
RAPESEED AND MUSTARD YIELD (Kg per ha),SOYABEAN AREA (1000 ha),0.07307549609130065,0.07307549609130065
CHICKPEA PRODUCTION (1000 tons),ONION AREA (1000 ha),0.07294802899340212,0.07294802899340212
RICE YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.07294712265016749,0.07294712265016749
SORGHUM PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),-0.0729252143738479,0.0729252143738479
RAPESEED AND MUSTARD AREA (1000 ha),COTTON AREA (1000 ha),0.07282600236717905,0.07282600236717905
MAIZE YIELD (Kg per ha),LINSEED AREA (1000 ha),-0.07281697815518426,0.07281697815518426
RABI SORGHUM PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),-0.07271609806666038,0.07271609806666038
WHEAT AREA (1000 ha),CASTOR AREA (1000 ha),-0.07262338976425119,0.07262338976425119
Dist Code,MINOR PULSES AREA (1000 ha),-0.07258907869055453,0.07258907869055453
RABI SORGHUM PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.07249161631409472,0.07249161631409472
PEARL MILLET AREA (1000 ha),MINOR PULSES YIELD (Kg per ha),-0.07248826037854786,0.07248826037854786
RABI SORGHUM YIELD (Kg per ha),SOYABEAN PRODUCTION (1000 tons),0.07240311084852233,0.07240311084852233
CASTOR AREA (1000 ha),FODDER AREA (1000 ha),0.07216578142814088,0.07216578142814088
MAIZE PRODUCTION (1000 tons),PIGEONPEA PRODUCTION (1000 tons),0.07212959381716912,0.07212959381716912
Dist Code,BARLEY YIELD (Kg per ha),-0.07208790254376811,0.07208790254376811
PEARL MILLET YIELD (Kg per ha),CHICKPEA AREA (1000 ha),0.07201020513837406,0.07201020513837406
SUGARCANE PRODUCTION (1000 tons),FRUITS AND VEGETABLES AREA (1000 ha),0.07185136617351197,0.07185136617351197
LINSEED YIELD (Kg per ha),COTTON AREA (1000 ha),-0.07183045739549046,0.07183045739549046
LINSEED PRODUCTION (1000 tons),POTATOES AREA (1000 ha),-0.07182747688669178,0.07182747688669178
PEARL MILLET AREA (1000 ha),VEGETABLES AREA (1000 ha),-0.07177637880072368,0.07177637880072368
BARLEY AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),-0.07176254514220588,0.07176254514220588
SORGHUM PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),-0.07166835522111005,0.07166835522111005
SORGHUM AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.07165150915075405,0.07165150915075405
RABI SORGHUM AREA (1000 ha),POTATOES AREA (1000 ha),-0.07161085219535963,0.07161085219535963
SORGHUM PRODUCTION (1000 tons),MAIZE PRODUCTION (1000 tons),0.07160894407322624,0.07160894407322624
State Code,LINSEED AREA (1000 ha),-0.0715936926129172,0.0715936926129172
MINOR PULSES AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.0715745819109514,0.0715745819109514
SESAMUM YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.07154033908588646,0.07154033908588646
BARLEY PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),-0.07151563493899912,0.07151563493899912
MINOR PULSES AREA (1000 ha),MINOR PULSES YIELD (Kg per ha),-0.07150857297723899,0.07150857297723899
RICE YIELD (Kg per ha),PIGEONPEA PRODUCTION (1000 tons),-0.07146663587384061,0.07146663587384061
MAIZE AREA (1000 ha),FODDER AREA (1000 ha),-0.07143333090818876,0.07143333090818876
PIGEONPEA YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),0.07122796303266868,0.07122796303266868
MAIZE AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),0.0711920906991676,0.0711920906991676
KHARIF SORGHUM AREA (1000 ha),SESAMUM YIELD (Kg per ha),-0.07114554043904034,0.07114554043904034
Year,BARLEY PRODUCTION (1000 tons),-0.071135423674955,0.071135423674955
CHICKPEA PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.07106511507617475,0.07106511507617475
FINGER MILLET PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.07086841688841175,0.07086841688841175
SAFFLOWER YIELD (Kg per ha),SUGARCANE PRODUCTION (1000 tons),0.07079262852658307,0.07079262852658307
WHEAT PRODUCTION (1000 tons),SOYABEAN PRODUCTION (1000 tons),0.07077826098517861,0.07077826098517861
FINGER MILLET YIELD (Kg per ha),SAFFLOWER YIELD (Kg per ha),0.07074443987205595,0.07074443987205595
SORGHUM YIELD (Kg per ha),SAFFLOWER PRODUCTION (1000 tons),0.07069878439420288,0.07069878439420288
LINSEED PRODUCTION (1000 tons),FODDER AREA (1000 ha),-0.07065104489444547,0.07065104489444547
SESAMUM AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.0705688062002636,0.0705688062002636
SUNFLOWER PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),0.07054802355238954,0.07054802355238954
SUNFLOWER AREA (1000 ha),COTTON AREA (1000 ha),0.0705172952032049,0.0705172952032049
BARLEY YIELD (Kg per ha),SESAMUM PRODUCTION (1000 tons),-0.07046443162812407,0.07046443162812407
OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),0.07046274491518505,0.07046274491518505
OILSEEDS PRODUCTION (1000 tons),POTATOES AREA (1000 ha),-0.07039685657541862,0.07039685657541862
PIGEONPEA YIELD (Kg per ha),MINOR PULSES PRODUCTION (1000 tons),0.07037535649178016,0.07037535649178016
RICE PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),-0.07034580896752986,0.07034580896752986
GROUNDNUT PRODUCTION (1000 tons),SUGARCANE PRODUCTION (1000 tons),0.07017239185340647,0.07017239185340647
MAIZE AREA (1000 ha),SOYABEAN AREA (1000 ha),0.07013083253088412,0.07013083253088412
FINGER MILLET PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),0.07001219545450027,0.07001219545450027
PIGEONPEA PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),0.07001098270396938,0.07001098270396938
BARLEY PRODUCTION (1000 tons),SAFFLOWER AREA (1000 ha),-0.0699714860459034,0.0699714860459034
BARLEY AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),-0.06982347002134061,0.06982347002134061
MAIZE PRODUCTION (1000 tons),FODDER AREA (1000 ha),-0.0697266076244087,0.0697266076244087
PEARL MILLET YIELD (Kg per ha),MINOR PULSES PRODUCTION (1000 tons),0.06969169649663969,0.06969169649663969
SESAMUM AREA (1000 ha),LINSEED AREA (1000 ha),0.06968988973097975,0.06968988973097975
FINGER MILLET PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),0.0695626149705311,0.0695626149705311
MAIZE AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),-0.0693561724911481,0.0693561724911481
BARLEY AREA (1000 ha),OILSEEDS AREA (1000 ha),-0.06934675583397976,0.06934675583397976
RAPESEED AND MUSTARD AREA (1000 ha),SUGARCANE AREA (1000 ha),-0.06933406011211649,0.06933406011211649
RABI SORGHUM YIELD (Kg per ha),LINSEED PRODUCTION (1000 tons),-0.06930680639243544,0.06930680639243544
PEARL MILLET AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),-0.06924271905533608,0.06924271905533608
Dist Code,CASTOR PRODUCTION (1000 tons),-0.0688973327610021,0.0688973327610021
CASTOR PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),-0.06885128024109412,0.06885128024109412
RAPESEED AND MUSTARD PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),-0.06865779163634703,0.06865779163634703
SOYABEAN PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),-0.06858087597903612,0.06858087597903612
PEARL MILLET PRODUCTION (1000 tons),MAIZE AREA (1000 ha),-0.06854109620553694,0.06854109620553694
CHICKPEA YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.06842840070541871,0.06842840070541871
MAIZE AREA (1000 ha),SUGARCANE AREA (1000 ha),0.06842061681686602,0.06842061681686602
SORGHUM AREA (1000 ha),CASTOR AREA (1000 ha),0.06837726795301197,0.06837726795301197
PIGEONPEA AREA (1000 ha),SESAMUM AREA (1000 ha),0.06834828342357008,0.06834828342357008
SESAMUM PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),0.06832938870038469,0.06832938870038469
SESAMUM AREA (1000 ha),LINSEED PRODUCTION (1000 tons),0.06831784549831216,0.06831784549831216
SUNFLOWER PRODUCTION (1000 tons),FRUITS AND VEGETABLES AREA (1000 ha),0.06830465630117664,0.06830465630117664
RICE AREA (1000 ha),COTTON PRODUCTION (1000 tons),-0.06823978767222105,0.06823978767222105
OILSEEDS YIELD (Kg per ha),FODDER AREA (1000 ha),0.06818500895809991,0.06818500895809991
BARLEY PRODUCTION (1000 tons),GROUNDNUT PRODUCTION (1000 tons),-0.06817608017806598,0.06817608017806598
CHICKPEA AREA (1000 ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.0680929172783122,0.0680929172783122
RABI SORGHUM AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.06806821769635035,0.06806821769635035
PIGEONPEA YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),0.06805309316331826,0.06805309316331826
WHEAT PRODUCTION (1000 tons),FRUITS AND VEGETABLES AREA (1000 ha),-0.0680210367114331,0.0680210367114331
SUNFLOWER YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.06797768817607673,0.06797768817607673
LINSEED PRODUCTION (1000 tons),COTTON PRODUCTION (1000 tons),-0.06788073311096039,0.06788073311096039
MINOR PULSES AREA (1000 ha),SUGARCANE YIELD (Kg per ha),0.06783681959820508,0.06783681959820508
Year,SORGHUM PRODUCTION (1000 tons),-0.06776713432353342,0.06776713432353342
PEARL MILLET AREA (1000 ha),LINSEED PRODUCTION (1000 tons),-0.06748840057898983,0.06748840057898983
PIGEONPEA YIELD (Kg per ha),LINSEED AREA (1000 ha),0.06745066312601805,0.06745066312601805
LINSEED PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),-0.06735103409918496,0.06735103409918496
PIGEONPEA PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.06733449457872796,0.06733449457872796
SESAMUM YIELD (Kg per ha),SUGARCANE AREA (1000 ha),-0.06726959534410928,0.06726959534410928
FINGER MILLET AREA (1000 ha),SOYABEAN AREA (1000 ha),-0.06717664429589451,0.06717664429589451
RAPESEED AND MUSTARD AREA (1000 ha),SAFFLOWER AREA (1000 ha),-0.06715247705025831,0.06715247705025831
FINGER MILLET AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),0.06713854057793306,0.06713854057793306
RICE AREA (1000 ha),WHEAT PRODUCTION (1000 tons),0.06700015400832027,0.06700015400832027
MINOR PULSES AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),0.06695496403602337,0.06695496403602337
WHEAT PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),0.06679709837045561,0.06679709837045561
PIGEONPEA YIELD (Kg per ha),SOYABEAN PRODUCTION (1000 tons),0.06677880850706763,0.06677880850706763
SESAMUM AREA (1000 ha),CASTOR AREA (1000 ha),0.06673157115480527,0.06673157115480527
MINOR PULSES AREA (1000 ha),SUGARCANE AREA (1000 ha),-0.06665949128460412,0.06665949128460412
PIGEONPEA YIELD (Kg per ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.06664027169985068,0.06664027169985068
FINGER MILLET PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.06657109253465364,0.06657109253465364
GROUNDNUT AREA (1000 ha),LINSEED PRODUCTION (1000 tons),-0.06655803069599246,0.06655803069599246
FINGER MILLET AREA (1000 ha),COTTON AREA (1000 ha),-0.06654187327755524,0.06654187327755524
State Code,SAFFLOWER YIELD (Kg per ha),-0.06652252756015603,0.06652252756015603
FINGER MILLET PRODUCTION (1000 tons),MINOR PULSES AREA (1000 ha),0.06651209011106025,0.06651209011106025
SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),-0.0664884224229823,0.0664884224229823
PIGEONPEA AREA (1000 ha),SUNFLOWER YIELD (Kg per ha),0.06644241399866417,0.06644241399866417
RICE PRODUCTION (1000 tons),COTTON AREA (1000 ha),-0.06639211555335504,0.06639211555335504
State Code,MAIZE PRODUCTION (1000 tons),-0.06632842282047148,0.06632842282047148
BARLEY PRODUCTION (1000 tons),SOYABEAN PRODUCTION (1000 tons),-0.06628890220580745,0.06628890220580745
SESAMUM YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),0.06626453464190293,0.06626453464190293
GROUNDNUT PRODUCTION (1000 tons),LINSEED AREA (1000 ha),-0.06607862320092757,0.06607862320092757
RICE PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),-0.06602323372146744,0.06602323372146744
MAIZE PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),0.06583820328805573,0.06583820328805573
SUNFLOWER YIELD (Kg per ha),ONION AREA (1000 ha),0.06579227799338759,0.06579227799338759
PEARL MILLET AREA (1000 ha),COTTON AREA (1000 ha),0.06575803934798317,0.06575803934798317
SORGHUM YIELD (Kg per ha),POTATOES AREA (1000 ha),-0.06570786467249953,0.06570786467249953
RICE YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),-0.06568285228405005,0.06568285228405005
SAFFLOWER PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),0.06568005010967322,0.06568005010967322
GROUNDNUT PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.06561125469434019,0.06561125469434019
FINGER MILLET AREA (1000 ha),COTTON YIELD (Kg per ha),0.06555038187620413,0.06555038187620413
SORGHUM AREA (1000 ha),FRUITS AREA (1000 ha),-0.0655341537403398,0.0655341537403398
MAIZE YIELD (Kg per ha),PIGEONPEA PRODUCTION (1000 tons),0.06553240658963848,0.06553240658963848
KHARIF SORGHUM PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),0.06548728149729237,0.06548728149729237
RICE AREA (1000 ha),MAIZE AREA (1000 ha),-0.06542796108850983,0.06542796108850983
RABI SORGHUM PRODUCTION (1000 tons),MINOR PULSES PRODUCTION (1000 tons),0.06540869802448723,0.06540869802448723
PEARL MILLET PRODUCTION (1000 tons),SOYABEAN PRODUCTION (1000 tons),-0.0653927741243864,0.0653927741243864
SAFFLOWER AREA (1000 ha),COTTON PRODUCTION (1000 tons),0.06538961782515088,0.06538961782515088
WHEAT PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.06528848735421146,0.06528848735421146
BARLEY AREA (1000 ha),CASTOR AREA (1000 ha),-0.06524730860270414,0.06524730860270414
SORGHUM YIELD (Kg per ha),FODDER AREA (1000 ha),-0.06519956625831286,0.06519956625831286
KHARIF SORGHUM AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),0.06518289063824499,0.06518289063824499
MAIZE PRODUCTION (1000 tons),LINSEED AREA (1000 ha),-0.06514510557861193,0.06514510557861193
WHEAT YIELD (Kg per ha),SESAMUM PRODUCTION (1000 tons),0.06508765614277953,0.06508765614277953
KHARIF SORGHUM YIELD (Kg per ha),SESAMUM YIELD (Kg per ha),0.0649560959878055,0.0649560959878055
Year,PIGEONPEA AREA (1000 ha),0.06492538140739489,0.06492538140739489
PIGEONPEA AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),0.06479884149343049,0.06479884149343049
SORGHUM AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),0.06478091685465621,0.06478091685465621
PEARL MILLET YIELD (Kg per ha),LINSEED YIELD (Kg per ha),0.06476987171778804,0.06476987171778804
CASTOR PRODUCTION (1000 tons),POTATOES AREA (1000 ha),0.0647494517139884,0.0647494517139884
OILSEEDS AREA (1000 ha),SUGARCANE AREA (1000 ha),-0.06461786477835942,0.06461786477835942
MAIZE PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),0.06456190572240872,0.06456190572240872
MINOR PULSES YIELD (Kg per ha),LINSEED AREA (1000 ha),-0.0645360220729329,0.0645360220729329
WHEAT AREA (1000 ha),SORGHUM YIELD (Kg per ha),0.06450103574535307,0.06450103574535307
LINSEED PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.06439079559240447,0.06439079559240447
SESAMUM PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.06423519650081815,0.06423519650081815
SUNFLOWER AREA (1000 ha),SUGARCANE AREA (1000 ha),0.0642258147813975,0.0642258147813975
RABI SORGHUM AREA (1000 ha),MINOR PULSES YIELD (Kg per ha),-0.06413980159204677,0.06413980159204677
MAIZE YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),-0.06413657338393791,0.06413657338393791
RICE YIELD (Kg per ha),KHARIF SORGHUM YIELD (Kg per ha),0.06408820304563957,0.06408820304563957
MAIZE YIELD (Kg per ha),SOYABEAN PRODUCTION (1000 tons),0.06407168676460821,0.06407168676460821
RAPESEED AND MUSTARD PRODUCTION (1000 tons),SUGARCANE PRODUCTION (1000 tons),-0.06405712042283661,0.06405712042283661
WHEAT AREA (1000 ha),PIGEONPEA AREA (1000 ha),-0.06396732379342575,0.06396732379342575
WHEAT AREA (1000 ha),SUNFLOWER AREA (1000 ha),-0.06387020048035928,0.06387020048035928
PEARL MILLET YIELD (Kg per ha),SESAMUM AREA (1000 ha),0.06371386007009451,0.06371386007009451
